,Title-Code,Title Name,Hindi Title,Register Serial No,Regn No.,Owner Name,State,Publication City/District,Periodity
6468,UPBIL01353,TALREJA TIMES,,62181.0,62181/ 95,PRAKASH KUMAR TALREJA,UP,KANPUR,Q
6469,UPHIN15052,LALGANJ TIMES,,51902.0,51902/ 91,PUSHP LATA,UP,KANPUR,W
6470,UPURD02515,GREEN WITCH TIMES,,56896.0,56896/ 93,MOHD. MOBIN,UP,KANPUR,W
6471,UPURD03035,NIDA URDU TIMES,,64984.0,64984/ 96,MEERAJUDDIN,UP,KANPUR,W
6472,UPHIN38577,VISHVAMITRA TIMES,,51868.0,51868/ 91,PT. GRAPHICS PVT. LTD.,UP,KANPUR,W
6473,UPHIN09275,RAN SANGRAM TIMES,,51783.0,51783/ 91,SHAILENDRA,UP,KANPUR,W
6474,UPHIN23800,NEEL RAJ TIMES,,66538.0,66538/ 97,NEELAM CHATURVEDI,UP,KANPUR,W
6475,UPHIN34280,GWALTOLI TIMES,,26572.0,26572/ 74,NARENDRA KUMAR,UP,KANPUR,W
6476,UPURD04208,JAJMAU TIMES,,56739.0,56739/ 92,ABDUL WAHEED,UP,KANPUR,W
6477,UPHIN23182,BHAVYA BHAGIRATHI TIMES,,70464.0,70464/ 98,ASHOK KUMAR BAJPAYEE,UP,KANPUR,W
6478,UPHIN28758,SISAMAU TIMES,,74415.0,UPHIN/2000/01858,VINOD KUMAR VAJPAYEE,UP,KANPUR,W
6479,UPHIN26975,PORVAK TIMES,,56663.0,56663/ 92,NOT GIVEN,UP,KANPUR,W
6480,UPURD03324,HASRAT URDU TIMES,,58512.0,58512/ 94,MAHE TIALAT SIDDIQUI,UP,KANPUR,W
6481,UPHIN12631,VEERA TIMES,,51642.0,51642/ 90,AVADH KUMAR DWIVEDI,UP,KANPUR DEHAT,D
6482,UPHIN27416,UNNAO TIMES,,64682.0,64682/ 96,SHAKUNTLA SHUKLA,UP,KANPUR DEHAT/ AKBARPUR,F
6483,UPHIN43424,UDYOG NAGARI TIMES,,119777.0,UPHIN/2010/47220,FAISAL HAYAT,UP,KANPUR NAGAR,D
6484,UPHIN50945,ARVAACHEEN TIMES,अर्वाचीन टाइम्‍स,157155.0,UPHIN/2023/84600,UMA DEVI,UP,KANPUR NAGAR,D
6485,UPHIN50874,MATHURA KASHI TIMES,मथुरा काशी टाइम्स,159180.0,UPHIN/2023/86625,RAJ KUMARI,UP,KANPUR NAGAR,D
6486,UPHIN46260,BAKSHI TIMES,बक्शी टाइम्स,136198.0,UPHIN/2015/63643,ANAM RASHEED,UP,KANPUR NAGAR,D
6487,UPHIN48870,NAVBHARAT TIMES,नवभारत टाइम्स,150851.0,UPHIN/2019/78296,"BENNETT, COLEMAN AND COMPANY LIMITED",UP,KANPUR NAGAR,D
6488,UPHIN37016,VIDHI TIMES,विधि टाइम्स,95739.0,UPHIN/2008/23182,RUPESH JAISWAL,UP,KANPUR NAGAR,D
6489,UPHIN47233,SHASHWAT TIMES,शाश्वत टाइम्स,140075.0,UPHIN/2016/67520,MAMTA SHUKLA,UP,KANPUR NAGAR,D
6490,UPENG03829,PROMPT TIMES,,120259.0,UPENG/2012/47702,SATYA DEV TIWARI,UP,KANPUR NAGAR,D
6491,UPHIN45758,AYODHYA TIMES,अयोध्या टाइम्स,139839.0,UPHIN/2015/67284,BRAJESH KUMAR MOURYA,UP,KANPUR NAGAR,D
6492,UPHIN45896,SREE TIMES,श्री टाइम्स,131969.0,UPHIN/2014/59414,SHRI MEDIA VENTURES PVT. LTD.,UP,KANPUR NAGAR,D
6493,UPHIN50330,KULGAON TIMES,कुलगांव टाइम्‍स,156647.0,UPHIN/2022/84092,RAMAN SHUKLA,UP,KANPUR NAGAR,D
6494,UPHIN05493,KANPUR GRAMEEN TIMES,कानपुर ग्रामीण टाइम्स,46005.0,46005/ 86,SHYAM SUDAR AWASTHI,UP,KANPUR NAGAR,D
6495,UPBIL00081,ANNA TIMES,,47922.0,47922/ 88,BHARAT SINGH ANNA BHAIYA,UP,KANPUR NAGAR,D
6496,UPHIN43566,JAGAT ANANDESHWAR TIMES,,123444.0,UPHIN/2013/50889,RAGHVENDRA SINGH CHAUHAN,UP,KANPUR NAGAR,D
6497,UPHIN49657,THE BULLET TIMES,द बुलेट टाइम्स,152341.0,UPHIN/2020/79786,SABA GUFRAN,UP,KANPUR NAGAR,D
6498,UPHIN44464,JANHIT MANVADHIKAR TIMES,जनहित मानवाधिकार टाइम्स,127710.0,UPHIN/2013/55155,PRADEEP KUMAR SRIVASTAV,UP,KANPUR NAGAR,F
6499,UPHIN42352,SPECIAL TIMES,,126982.0,UPHIN/2012/54427,RUBY SRIVASTAVA,UP,KANPUR NAGAR,F
6500,UPBIL04315,MAHAKALESHWAR TIMES,महाकालेश्वर टाइम्स,128247.0,UPBIL/2014/55692,VISHNU SHANKER TRIPATHI,UP,KANPUR NAGAR,F
6501,UPHIN40865,JAYANTI TIMES,,107707.0,UPHIN/2010/35150,MANJU RAI,UP,KANPUR NAGAR,M
6502,UPURD02684,FAISAL TIMES,,61681.0,61681/ 94,KHURSHEED JAHAN,UP,KANPUR NAGAR,M
6503,UPBIL04967,TIMES AND SPACE,टाइम्‍स एंड स्‍पेस,146241.0,UPBIL/2017/73686,HIMANSHU SRIVASTAVA,UP,KANPUR NAGAR,M
6504,UPHIN45341,JANHIT MANVADHIKAR TIMES,जनहित मानवाधिकार टाइम्स,133224.0,UPHIN/2014/60669,PRADEEP KUMAR SRIVASTAV,UP,KANPUR NAGAR,M
6505,UPHIN38555,SANSKRITIK TIMES,,47845.0,47845/ 88,OMENDRA KUMAR,UP,KANPUR NAGAR,M
6506,UPBIL04059,VIEW INDIA TIMES,,120111.0,UPBIL/2011/47554,RUPENDRA KUMAR,UP,KANPUR NAGAR,M
6507,UPHIN45892,PRISM TIMES,प्रिज्य टाइम्स,133798.0,UPHIN/2015/61243,RAJKUMAR SHUKLA,UP,KANPUR NAGAR,M
6508,UPHIN10756,SANSKRITIK TIMES,सांस्कृतिक टाइम्स,59584.0,59584/ 88,DR. OMENDRA KUMAR,UP,KANPUR NAGAR,M
6509,UPHIN21368,SANSKRITIK TIMES,,62597.0,62597/ 95,NAUSHAD HUSSAIN SIDDIQI,UP,KANPUR NAGAR,M
6510,UPHIN42093,INDIAN JOB TIMES,,112276.0,UPHIN/2011/39719,MURLI SINGH PARIHAR,UP,KANPUR NAGAR,W
6511,UPHIN41083,HARSHIT TIMES,हर्षित टाइम्स,106192.0,UPHIN/2010/33635,VIKRAM MEHTA,UP,KANPUR NAGAR,W
6512,UPHIN48446,MEERPUR TIMES,मीरपुर टाइम्स,147221.0,UPHIN/2017/74666,NIZAMUDDIN IDRISI,UP,KANPUR NAGAR,W
6513,UPHIN40616,PRATIPAL TIMES,,110055.0,UPHIN/2010/37498,MANOJ KASHYP,UP,KANPUR NAGAR,W
6514,UPHIN40172,ANTI CRIME TIMES,एंटी क्राइम टाइम्स,104703.0,UPHIN/2010/32146,AKHLAQ AHMAD,UP,KANPUR NAGAR,W
6515,UPHIN42351,ANANDESHWAR TIMES,,113871.0,UPHIN/2011/41314,ARUN KUMAR,UP,KANPUR NAGAR,W
6516,UPHIN31761,PHOTIFICATION TIMES,,83731.0,UPHIN/2003/11174,NEERAJ GUPTA,UP,KANPUR NAGAR,W
6517,UPHIN48288,AMAR SAMVAD TIMES,अमर संवाद टाइम्स,148239.0,UPHIN/2017/75684,GIRISH KUMAR,UP,KANPUR NAGAR,W
6518,UPHIN50254,BAWAN AVATAR TIMES,,156982.0,UPHIN/2022/84427,ANKUR GUPTA,UP,KANPUR NAGAR,W
6519,UPHIN38683,BHARAT BHU TIMES,,63589.0,63589/ 91,PRADEEP SHUKLA,UP,KANPUR NAGAR,W
6520,UPHIN46371,BITHOOR TIMES,बिठूर टाइम्स,140035.0,UPHIN/2015/67480,KALICHARAN DIXIT,UP,KANPUR NAGAR,W
6521,UPHIN48873,KALYANPUR TIMES,कल्यानपुर टाइम्स,150724.0,UPHIN/2019/78169,VINAY KUMAR SINHA,UP,KANPUR NAGAR,W
6522,UPHIN27797,PARIHAR TIMES MAIL,परिहार टाइम्स मेल,71305.0,71305/ 99,JAG MOHAN PARIHAR,UP,KANPUR NAGAR,W
6523,UPHIN39951,UDYOG NAGARI TIMES,उद्योग नगरी टाइम्स,102911.0,UPHIN/2009/30354,FAISAL HAYAT,UP,KANPUR NAGAR,W
6524,UPURD05203,MOHSIN TIMES,मोहसिन टाइम्स,138969.0,UPURD/2016/66414,MOHD. MOHSIN SIDDIQUI,UP,KANPUR NAGAR,W
6525,UPHIN49883,DAILY MORNING TIMES,डेली मोर्निंग टाइम्स,157229.0,UPHIN/2021/84674,FARHA,UP,KANPUR NAGAR,W
6526,UPHIN46747,SAMAY SANDESH TIMES,समय संदेश टाइम्स,137477.0,UPHIN/2015/64922,VIKAS JAIN,UP,KANPUR NAGAR,W
6527,UPHIN46369,THE BULLET TIMES,द बुलेट टाइम्स,136555.0,UPHIN/2015/64000,SABA GUFRAN,UP,KANPUR NAGAR,W
6528,UPBIL00320,ELECTRO HOMEO MEDICAL TIMES,,47928.0,47928/ 88,DR. V.KUMAR,UP,KANPUR NAGAR,W
6529,UPBIL04392,AANKHEN TIMES,आँखे टाइम्स,134224.0,UPBIL/2014/61669,HARI BAHADUR SRIVASTAVA,UP,KANPUR NAGAR,W
6530,UPHIN47185,UPSANHAR TIMES,उपसंहार टाइम्स,141746.0,UPHIN/2016/69191,SHIV PRASAD KUSHWAHA,UP,KANPUR NAGAR,W
6531,UPHIN46200,BIGUL TIMES,बिगुल टाइम्स,137299.0,UPHIN/2015/64744,DEVENDRA SINGH BHADAURIA,UP,KANPUR NAGAR,W
6532,UPHIN32470,BILHAUR TIMES,,85142.0,UPHIN/2003/12585,NASIM SIDDIQUI,UP,KANPUR NAGAR,W
6533,UPHIN07849,NIRLEP TIMES,,48038.0,48038/ 89,DR. V. KUMAR,UP,KANPUR NAGAR,W
6534,UPHIN48579,BAKSHI TIMES,बख्शी टाइम्स,146363.0,UPHIN/2017/73808,ANAM RASHEED,UP,KANPUR NAGAR,W
6535,UPHIN04872,JAJ MAU TIMES,,47902.0,47902/ 88,SABEER ALI KHAN,UP,KANPUR NAGAR,W
6536,UPHIN38278,VIDHI TIMES,विधि टाइम्‍स,98625.0,UPHIN/2008/26068,RUPESH JAISWAL,UP,KANPUR NAGAR,W
6537,UPURD05085,CANTT TIMES,कैंट टाइम्स,136751.0,UPURD/2015/64196,NADEEM AHMAD ANSARI,UP,KANPUR NAGAR,W
6538,UPHIN16804,KHULASA TIMES,,64767.0,64767/ 96,SUNIL KUMAR,UP,KANPUR NAGAR,W
6539,UPHIN09166,RAJANI TIMES,,46118.0,46118/ 86,RAJNISH STRIVASTAVA,UP,KANPUR NAGAR,W
6540,UPHIN26003,K.C.I.ECHO PEACE TIMES,,71932.0,71932/ 99,KRISHN CHANDRA,UP,KANPUR NAGAR,W
6541,UPHIN32216,VISHWA TIMES SANDESH,विश्व टाइम्स संदेश,83313.0,UPHIN/2003/10756,DHANNAJAY KUMAR,UP,KANPUR NAGAR,W
6542,UPHIN37894,OM TAPESHWARI TIMES,ओम तपेश्žवरी टाइम्žस,100077.0,UPHIN/2008/27520,GOPAL SINGH CHAUHAN,UP,KANPUR NAGAR,W
6543,UPHIN50781,DESHAYAN TIMES,देशायन टाइम्स,157415.0,UPHIN/2023/84860,VIPIN SINGH,UP,KANPUR NAGAR,W
6544,UPHIN40087,IMRAN TIMES,इमरान टाइम्स,103165.0,UPHIN/2009/30608,KHAN IMRAN BARQUI,UP,KANPUR NAGAR,W
6545,UPHIN40453,DALIT JAGRAN TIMES,दलित जागरण टाइम्स,105941.0,UPHIN/2010/33384,DHEERAJ CHOWDHARY,UP,KANPUR NAGAR,W
6546,UPHIN43310,GANGA GOMATI TIMES,,122789.0,UPHIN/2013/50234,MANISH TRIPATHI,UP,KANPUR NAGAR,W
6547,UPHIN50119,ARVAACHEEN TIMES,अर्वाचीन टाइम्स,155635.0,UPHIN/2021/83080,UMA DEVI,UP,KANPUR NAGAR,W
6548,UPHIN47232,UPDESH TIMES,उपदेश टाइम्स,140501.0,UPHIN/2016/67946,UMA SHANKAR TYAGI,UP,KANPUR NAGAR,W
6549,UPHIN45027,RASHTRAGHOSH TIMES,राष्ट्रघोष टाइम्स,132657.0,UPHIN/2014/60102,AJAY KUMAR VAJPAYEE,UP,KANPUR NAGAR,W
6550,UPHIN36012,HAMRA KANPUR TIMES,हमारा कानपुर टाइम्स,93932.0,UPHIN/2007/21375,VIKAS MISHRA,UP,KANPUR NAGAR,W
6551,UPHIN43120,NINE ONE TIMES,,120877.0,UPHIN/2012/48321,VIRENDER KUMAR,UP,KANPUR NAGAR,W
6552,UPHIN07562,NEUTRAL TIMES,,38899.0,38899/ 81,MAHAVIR SINGH VERMA,UP,KASGANJ,M
6553,UPHIN27405,U P TIMES,,13510.0,13510/ 67,R. L. GUPTA,UP,KASGANJ,W
6554,UPHIN43070,AMIR KHUSRO TIMES,,117787.0,UPHIN/2012/45230,SARWAR HUSSAIN,UP,KASHIRAM NAGAR,W
6555,UPHIN31102,B.R.TIMES,,79863.0,UPHIN/2001/07306,BALRAM DIXIT,UP,KAUSHAMBI,W
6556,UPHIN41853,SHUBHAM TIMES,,110730.0,UPHIN/2011/38173,AMBRISH SHARAN GUPT,UP,KHEERI,W
6557,UPHIN42242,SAMAR TIMES,,122800.0,UPHIN/2012/50245,VINOD SINGH,UP,KHERI,W
6558,UPHIN45344,TIMES OF PUBLICITY,टाइम्स ऑफ पब्लिसिटी,130121.0,UPHIN/2014/57566,MOHAN TRIVEDI,UP,KHERI,W
6559,UPHIN42736,PRANTIYA SANDESH TIMES,प्रांतीय संदेश टाइम्स,122991.0,UPHIN/2012/50436,RAMESH CHANDRA SHUKLA,UP,KHERI,W
6560,UPHIN40552,MEDIA TIMES LUCKNOW,,109331.0,UPHIN/2010/36774,ARMEEN ANSARI,UP,KHERI,W
6561,UPHIN46604,TIMES OF SARITA,टाइम्स ऑफ सरिता,138115.0,UPHIN/2015/65560,SARITA RANI,UP,KHERI,W
6562,UPHIN30757,NARESH TIMES,नरेश टाइम्स,80876.0,UPHIN/2002/08319,NARESH TIWARI,UP,KHIRI,W
6563,UPHIN25328,SIDHUA TIMES,सिधुआ टाइम्स,69088.0,69088/ 98,PRADEEP GOYAL,UP,KUSHINAGAR,W
6564,UPHIN44684,YADUVANSHI TIMES,यदुवंशी टाइम्स,129314.0,UPHIN/2014/56759,PARMESHWAR YADAV,UP,KUSHINAGAR,W
6565,UPHIN40503,MATDATA TIMES,,109814.0,UPHIN/2011/37257,NARENDRA KUMAR VARMA,UP,KUSHINAGAR,W
6566,UPHIN47294,VILLAGE FAST TIMES,विलेज फास्‍ट टाइम्‍स,141751.0,UPHIN/2016/69196,PUSHPA PANDEY,UP,KUSHINAGAR,W
6567,UPHIN41196,TIMES OF KUSHINAGAR,,109352.0,UPHIN/2010/36795,AJAY KUMAR TRIPATHI,UP,KUSHINAGAR,W
6568,UPHIN42432,DHARAMSHAMDA TIMES,,115625.0,UPHIN/2012/43068,MUNNA MISHRA,UP,KUSHINAGAR,W
6569,UPHIN37059,YUGANDHAR TIMES,युगान्‍धर टाइम्‍स,98578.0,UPHIN/2008/26021,ARVIND KUMAR SRIVASTAVA,UP,KUSHINAGAR,W
6570,UPHIN49359,SWAR MALA TIMES,स्वर माला टाइम्स,152350.0,UPHIN/2020/79795,KADIR ALI WARSI,UP,KUSHINAGAR,W
6571,UPHIN42341,GAUTAM BUDDHA TIMES,गौतम बुद्ध टाइम्स,115807.0,UPHIN/2012/43250,SANJAY KUMAR SRIVASTAVA,UP,KUSHINAGAR,W
6572,UPHIN37974,DAK TIMES,डाक टाइम्žस,100098.0,UPHIN/2008/27541,ANIRUDDH GUPTA,UP,KUSHINAGAR,W
6573,UPHIN26459,GANJAR TIMES,,26608.0,26608/ 74,VINDESHWARI PD. RAIZADA,UP,LAKHIMPUR KHERI,F
6574,UPHIN51021,HISTORY TIMES NEWS,,,,VIKASINI DEVI,UP,LAKHIMPUR KHERI,M
6575,UPHIN11569,SHYAMANJLI TIMES,,57662.0,57662/ 92,SHYAM KR SHUKLA,UP,LAKHIMPUR KHERI,W
6576,UPHIN24780,KANAK SHRUNGA TIMES,,68984.0,68984/ 98,SHASHI KANT RASTOGI,UP,LAKHIMPUR KHERI,W
6577,UPHIN21254,INDO NEPAL TIMES,,62106.0,62106/ 95,CHANDRAPAL SINGH,UP,LAKHIMPUR KHERI,W
6578,UPHIN49434,ABHIGYA TIMES,,,,DIWAKAR TRIVEDI,UP,LAKHIMPUR KHERI,W
6579,UPHIN29389,SWAJAAG TIMES,,75366.0,UPHIN/2000/02809,VIKAS SHUKL,UP,LAKHIMPUR KHERI,W
6580,UPHIN36926,NATRAJ TIMES,नटराज टाइम्स,102544.0,UPHIN/2008/29987,ASHOK SAXENA,UP,LAKHIMPUR KHERI,W
6581,UPHIN05777,KHERI TIMES,,23496.0,23496/ 72,SHANTI SWAROOP TRIPATHI,UP,LAKHIPUR KHERI,W
6582,UPHIN51441,UPALI TIMES,,,,MAHESH SEN,UP,LALITPUR,D
6583,UPHIN43498,BHARAT GARH TIMES,,122140.0,UPHIN/2013/49585,SHASHI BHUSHAN SANGYA,UP,LALITPUR,F
6584,UPHIN47098,GOLD SMITH TIMES,गोल्ड स्मिथ टाइम्स,140790.0,UPHIN/2016/68235,SHARAD KUMAR SONI,UP,LALITPUR,M
6585,UPHIN49628,PITAMBARA TIMES,,,,KRISHNA KANT SONI,UP,LALITPUR,W
6586,UPHIN35134,SHATRANG TIMES,शतरंग टाइम्स,96617.0,UPHIN/2006/24060,RAJENDRA AGNIHOTRI,UP,LALITPUR,W
6587,UPHIN47379,DEVGARH TIMES,देवगढ़ टाईम्स,147283.0,UPHIN/2017/74728,ANANT KUMAR,UP,LALITPUR,W
6588,UPHIN33621,ANORA TIMES,अनौरा टाइम्स,94351.0,UPHIN/2006/21794,ABHISHAK ANORA,UP,LALITPUR,W
6589,UPHIN48131,HAZARIYA TIMES,हजारिया टाइम्‍स,144499.0,UPHIN/2017/71944,RAJKUMARI GOSWAMI,UP,LALITPUR,W
6590,UPHIN50659,RANCHHOR TIMES,रणछोर टाइम्स,157559.0,UPHIN/2023/85004,VINAYKUMAR,UP,LALITPUR,W
6591,UPHIN50076,MOTHER GARGI TIMES,मदर गार्गी टाइम्‍स,156633.0,UPHIN/2023/84078,SANJAY KUMAR MISHRA,UP,LUCKNOW,BM
6592,UPBIL05038,KALINJAR TIMES,कालिंजर टाइम्स,152159.0,UPBIL/2021/79604,SADHNA GUPTA,UP,LUCKNOW,BM
6593,UPHIN36220,AUDITION TIMES,ऑडिशन टाइम्स,97076.0,UPHIN/2008/24519,MAHESH GUPTA,UP,LUCKNOW,D
6594,UPHIN45998,METRO NEWS KHABAR TIMES,मेट्रो न्यूज खबर टाइम्स,135703.0,UPHIN/2015/63148,ARVINDAM BHATTACHARYA,UP,LUCKNOW,D
6595,UPHIN26913,NISHPKSH NAV SAMVAD TIMES,निष्पक्ष नव संवाद टाइम्स,57474.0,57474/ 93,PUJA SHRIVASTAVA,UP,LUCKNOW,D
6596,UPENG03155,THE ECONOMIC TIMES,दि इकोनॉमिक टाइम्‍स,92630.0,UPENG/2006/20073,"BENNETT, COLEMAN & CO.LTD",UP,LUCKNOW,D
6597,UPENG03831,KRAMSHRI TIMES,,126852.0,UPENG/2013/54297,RAMANAND SHASTRI,UP,LUCKNOW,D
6598,UPHIN48185,OPERATION TIMES,आपरेशन टाइम्‍स,142402.0,UPHIN/2016/69847,HARSHIT LOCHAN TRIPATHI,UP,LUCKNOW,D
6599,UPURD04294,SIYASAT MUDDA TIMES,सियासत मुददा टाइम्स,100429.0,UPURD/2009/27872,VIVEK AVASTHI,UP,LUCKNOW,D
6600,UPHIN47325,CARE TIMES,केयर टाइम्स,139739.0,UPHIN/2016/67184,VINOD KUMAR YADAV,UP,LUCKNOW,D
6601,UPHIN32222,KALBE ABID TIMES,,82413.0,UPHIN/2002/09856,SHASHILATA,UP,LUCKNOW,D
6602,UPHIN46710,NIRVAN TIMES,निर्वाण टाइम्स,138038.0,UPHIN/2015/65483,NIRVAN PANDEY,UP,LUCKNOW,D
6603,UPHIN45762,MONARCH TIMES,मोनार्क टाइम्स,134149.0,UPHIN/2015/61594,NITEESH KUMAR PRAJAPATI,UP,LUCKNOW,D
6604,UPHIN45264,KRAMSHRI TIMES,कर्मश्री टाइम्स,129606.0,UPHIN/2014/57051,RAMANAND SHASTRI,UP,LUCKNOW,D
6605,UPHIN45269,DIVYA SHAKTI TIMES,दिव्य शक्ति टाइम्स,128976.0,UPHIN/2014/56421,RAVI SRIVASTAVA,UP,LUCKNOW,D
6606,UPHIN46576,TRUE TIMES,ट्रू टाइम्स,137251.0,UPHIN/2015/64696,AKHILESH PANDEY,UP,LUCKNOW,D
6607,UPENG03957,PROGRESSIVE TIMES,प्रोग्रेसिव टाइम्स,131462.0,UPENG/2014/58907,HARSH PANDEY,UP,LUCKNOW,D
6608,UPENG01704,HINDUSTAN TIMES,हिंदुस्तान टाइम्स,66165.0,66165/ 97,HT MEDIA LTD,UP,LUCKNOW,D
6609,UPURD05020,MUKHALFAT TIMES,मुखालफत टाइम्स,134303.0,UPURD/2015/61748,ARCHANA TIWARI,UP,LUCKNOW,D
6610,UPHIN41483,EUREKA TIMES,यूरेका टाइम्स,106947.0,UPHIN/2010/34390,RAM SINGH YADAV,UP,LUCKNOW,D
6611,UPHIN41530,SINDHU TIMES,,111620.0,UPHIN/2010/39063,IMRAN HASAN SIDDIQUI,UP,LUCKNOW,D
6612,UPHIN40529,NAV DURGA TIMES,नव दुर्गा टाइम्स,105482.0,UPHIN/2010/32925,SHIV KUMAR PANDEY,UP,LUCKNOW,D
6613,UPURD05126,RUMI URDU TIMES,रूमी उर्दू टाइम्स,139248.0,UPURD/2016/66693,MOHD.ROOMI SIDDIQUI,UP,LUCKNOW,D
6614,UPHIN40433,UTTAR PRADESH TIMES JADEED,उत्तर प्रदेश टाइम्स जदीद,103396.0,UPHIN/2010/30839,MUJIBUDDIN SIDDIQUI,UP,LUCKNOW,D
6615,UPHIN42785,SHAKUN TIMES,,117843.0,UPHIN/2012/45286,RAJ KUMAR YADAV,UP,LUCKNOW,D
6616,UPHIN50785,SHUDH VANI TIMES,,,UR,EESHA AWASTHI,UP,LUCKNOW,D
6617,UPHIN50409,SALAM TIMES,सलाम टाइम्स,156857.0,UPHIN/2022/84302,SONAL YADAV,UP,LUCKNOW,D
6618,UPHIN50837,ALEEZA TIMES,,,,NOORI KHAN,UP,LUCKNOW,D
6619,UPHIN51613,JANBHAWNA TIMES,,,UR,ADITYA VASHISTHA,UP,LUCKNOW,D
6620,UPHIN02632,VIVIECHNA TIMES,विवेचना टाइम्स,154707.0,UPHIN/2021/82152,GYAN DEVI,UP,LUCKNOW,D
6621,UPHIN48130,PRATIBIMB TIMES,प्रतिबिम्ब टाइम्स,149288.0,UPHIN/2017/76733,NEHA KUMARI,UP,LUCKNOW,D
6622,UPHIN45282,BIJAY RAJ TIMES,बिजयराज टाइम्स,133792.0,UPHIN/2015/61237,B.B. SINGH CHAUHAN,UP,LUCKNOW,D
6623,UPHIN45589,YOUTHMANCH TIMES,युथमंच टाइम्स,130567.0,UPHIN/2014/58012,S. K. TRIVEDI,UP,LUCKNOW,D
6624,UPHIN47611,PRATAP TIMES,प्रताप टाइम्‍स,141432.0,UPHIN/2016/68877,MAMTA SINGH,UP,LUCKNOW,D
6625,UPHIN47633,INDRAVATI TIMES,इन्द्रावती टाइम्स,139633.0,UPHIN/2016/67078,PUSHPA RAY,UP,LUCKNOW,D
6626,UPHIN47659,MUKUND TIMES,मुकुन्‍द टाइम्‍स,141735.0,UPHIN/2016/69180,GYAN PRAKASH DIXIT,UP,LUCKNOW,D
6627,UPHIN32990,VARTMAN SAMAJVAD TIMES,,84855.0,UPHIN/2004/12298,RANJANA SHUKLA,UP,LUCKNOW,D
6628,UPHIN44144,DILIP TIMES,,123437.0,UPHIN/2013/50882,VIKAS YADAV,UP,LUCKNOW,D
6629,UPHIN40135,KANWHIZ TIMES,कैनविज टाइम्स,105155.0,UPHIN/2010/32598,RAKESH KUMAR PANDEY,UP,LUCKNOW,D
6630,UPHIN50375,GARG TIMES,गर्ग टाइम्स,156867.0,UPHIN/2022/84312,HIMANSHU GARG,UP,LUCKNOW,D
6631,UPHIN43968,SATARK TIMES,,122484.0,UPHIN/2013/49929,SIMMI SIDDIQUI,UP,LUCKNOW,D
6632,UPURD04762,TIJARAT TIMES,तिजारत टाइम्स,125298.0,UPURD/2013/52743,ZEBA MEHDI,UP,LUCKNOW,D
6633,UPURD04763,CHAK DE TIMES,,122638.0,UPURD/2013/50083,SAJID ALI KHAN,UP,LUCKNOW,D
6634,UPURD04805,RIDA TIMES,,126477.0,UPURD/2013/53922,NASEEM ALIYA,UP,LUCKNOW,D
6635,UPURD04827,TIMES DAY,,125953.0,UPURD/2013/53398,MANISH SARRAF,UP,LUCKNOW,D
6636,UPHIN51494,ARISHA TIMES,,,,JAVED ALI SIDDIQUI,UP,LUCKNOW,D
6637,UPHIN30679,AIM TIMES,,78361.0,UPHIN/2001/05804,ANAND SHUKLA,UP,LUCKNOW,D
6638,UPHIN46706,MARIYAM TIMES,मरियम टाइम्स,136372.0,UPHIN/2015/63817,KALEEM ULLA FAROUKI,UP,LUCKNOW,D
6639,UPHIN46779,HONEST TIMES,ऑनेस्ट टाइम्स,139886.0,UPHIN/2015/67331,MANISH SRIVASTAVA,UP,LUCKNOW,D
6640,UPURD03820,SARDAR TIMES,सरदार टाईम्स,90400.0,UPURD/2005/17843,BUSHRA KHAN,UP,LUCKNOW,D
6641,UPHIN40846,JAN SANDESH TIMES,जन संदेश टाइम्स,105302.0,UPHIN/2010/32745,JAN SANDESH TIMES PVT. LTD.,UP,LUCKNOW,D
6642,UPHIN42179,SREE TIMES,,111483.0,UPHIN/2011/38926,SHRI MEDIA VENTURES PVT. LTD.,UP,LUCKNOW,D
6643,UPHIN24112,A.K.G. TIMES,,68641.0,68641/ 98,A.K.MISHRA,UP,LUCKNOW,D
6644,UPENG03766,THE AWAKENING TIMES,,120630.0,UPENG/2012/48074,RAEES AHMAD KHAN,UP,LUCKNOW,D
6645,UPBIL03596,LUCKNOW TIMES,लखनऊ टाइम्स,95799.0,UPBIL/2008/23242,BAHAR INTERNATIONAL,UP,LUCKNOW,D
6646,UPENG04028,TIMES OF MOVEMENT,टाइम्स ऑफ मूवमेन्ट,136155.0,UPENG/2015/63600,MOHD. WASEEM,UP,LUCKNOW,D
6647,UPBIL04762,SANJARI TIMES,संजरी टाइम्स,139921.0,UPBIL/2016/67366,NIKHAT AFREEN,UP,LUCKNOW,D
6648,UPBIL04300,UMRAI TIMES,उमराई टाइम्स,130123.0,UPBIL/2014/57568,SURYA BHANU SINGH,UP,LUCKNOW,D
6649,UPENG02909,BRIJ TIMES,,83655.0,UPENG/2003/11098,AKSHAT AGARWAL,UP,LUCKNOW,D
6650,UPENG03501,THE SHAHEER TIMES,द शहीद टाइम्स,104484.0,UPENG/2010/31927,SHAHNAZ HYDER,UP,LUCKNOW,D
6651,UPSAN00109,MAHADEV TIMES,,,,RISHAB RAMANI,UP,LUCKNOW,D
6652,UPHIN00741,YUG PRAVARTAK TIMES,युग प्रवर्तक टाइम्स,153362.0,UPHIN/2020/80807,JWALA PRASAD MISHRA,UP,LUCKNOW,D
6653,UPHIN50217,SAHSIK TIMES,,,UR,BINDESHWRY PRASAD,UP,LUCKNOW,D
